"Prabhag 50B : Dilip Kalokhe","","","","","","",""
"Year","No.","Details of the work","Amount","Code","Questions raised","GB attendance","GB attendance"
"2012 - 2013","1","Construction of Bus Stop","191000","BS","5","64/66","96.96"
"2012 - 2013","2","Installing Direction Boards","197000","N","","",""
"2012 - 2013","3","Installation of Benches","140000","B","","",""
"2012 - 2013","4","Maintenance Work","198000","M","","",""
"2012 - 2013","5","Laying Reflective Boards","199000","N","","",""
"2012 - 2013","6","Laying Reflective Boards","200000","N","","",""
"2012 - 2013","7","Development Work in PMC Building","100000","DW","","",""
"2012 - 2013","8","","","","","",""
"","","Total","1225000","","","",""
"2013 - 2014","","","","","2","76/77","98.7"
"2013 - 2014","","","","","","",""
"2013 - 2014","","","","","","",""
"2013 - 2014","","","","","","",""
"2013 - 2014","","","","","","",""
"2013 - 2014","","","","","","",""
"2013 - 2014","","","","","","",""
"2013 - 2014","","","","","","",""
"2013 - 2014","","","","","","",""
"2013 - 2014","","","","","","",""
"","","Total","0","","","",""
"2014 - 2015","","","","","7","112/116","96.55"
"2014 - 2015","","","","","","",""
"2014 - 2015","","","","","","",""
"2014-2015","","","","","","",""
"2014 - 2015","","","","","","",""
"","","Total","0","","","",""
"2015 - 2016","1","Installation of Nameplates","197000","N","0","123/127","96.85"
"2015 - 2016","2","Development work in library","167000","L","","",""
"2015 - 2016","3","Installation of Nameplates","185000","N","","",""
"2015 - 2016","4","Waste disposal","198000","WD","","",""
"","","Total","747000","","","",""
"","","","","","","",""
"","","Final Total","1972000","","","",""
"","","","","","","",""
